Time,Open,High,Low,Latest,Change
2025/10/7 4:36,186.18,186.29,186.18,186.27,0.07
2025/10/7 4:37,186.22,186.23,186.17,186.2,-0.07
2025/10/7 4:38,186.2,186.26,186.17,186.26,0.06
2025/10/7 4:39,186.22,186.28,186.14,186.16,-0.1
2025/10/7 4:40,186.21,186.21,186.19,186.19,0.03
2025/10/7 4:41,186.17,186.24,186.17,186.24,0.05
2025/10/7 4:42,186.16,186.22,186.12,186.19,-0.05
2025/10/7 4:43,186.15,186.15,186.15,186.15,-0.04
2025/10/7 4:44,186.14,186.14,186.14,186.14,-0.01
2025/10/7 4:45,186.15,186.18,186.12,186.165,0.025
2025/10/7 4:46,186.15,186.18,186.1,186.1,-0.065
2025/10/7 4:47,186.1,186.2,186.05,186.18,0.08
2025/10/7 4:48,186.14,186.15,186.1,186.14,-0.04
2025/10/7 4:49,186.17,186.22,186,186.12,-0.02
2025/10/7 4:50,186.11,186.11,186.09,186.09,-0.03
2025/10/7 4:51,186.16,186.16,186.16,186.16,0.07
2025/10/7 4:52,186.15,186.2,186.13,186.13,-0.03
2025/10/7 4:53,186.12,186.12,186.1,186.1,-0.03
2025/10/7 4:54,186.09,186.16,186.08,186.15,0.05
2025/10/7 4:55,186.14,186.2,186.14,186.175,0.025
2025/10/7 4:56,186.2,186.22,186.13,186.13,-0.045
2025/10/7 4:57,186.15,186.15,186.05,186.06,-0.07
2025/10/7 4:58,186.03,186.12,186.03,186.12,0.06
2025/10/7 4:59,186.09,186.09,186.02,186.03,-0.09
2025/10/7 5:00,186.02,186.02,186,186.01,-0.02
2025/10/7 5:01,186,186.08,185.91,186.06,0.05
2025/10/7 5:02,186.07,186.09,186.065,186.07,0.01
2025/10/7 5:03,186.12,186.18,186.02,186.04,-0.03
2025/10/7 5:04,186.03,186.03,186,186,-0.04
2025/10/7 5:05,186,186.05,185.99,186.02,0.02
2025/10/7 5:06,186.015,186.06,186.015,186.02,0
2025/10/7 5:07,186.04,186.05,186.04,186.04,0.02
2025/10/7 5:08,186.09,186.09,186.09,186.09,0.05
2025/10/7 5:09,186.125,186.125,186.025,186.025,-0.065
2025/10/7 5:10,186.04,186.04,186.01,186.04,0.015
2025/10/7 5:11,186.05,186.05,186.03,186.03,-0.01
2025/10/7 5:12,186.06,186.06,186.05,186.05,0.02
2025/10/7 5:13,186.05,186.07,186.05,186.06,0.01
2025/10/7 5:14,186.06,186.21,186.06,186.21,0.15
2025/10/7 5:15,186.22,186.27,186.16,186.19,-0.02
2025/10/7 5:16,186.21,186.22,186.18,186.22,0.03
2025/10/7 5:17,186.22,186.31,186.21,186.22,0
2025/10/7 5:18,186.21,186.215,186.21,186.215,-0.005
2025/10/7 5:19,186.23,186.24,186.23,186.24,0.025
2025/10/7 5:20,186.27,186.27,186.22,186.22,-0.02
2025/10/7 5:21,186.22,186.22,186.11,186.11,-0.11
2025/10/7 5:22,186.11,186.18,186.11,186.18,0.07
2025/10/7 5:24,186.2,186.2,186.11,186.11,-0.07
2025/10/7 5:25,186.1,186.1,186.06,186.06,-0.05
2025/10/7 5:26,186.08,186.12,186.07,186.12,0.06
2025/10/7 5:27,186.13,186.14,186.13,186.14,0.02
2025/10/7 5:28,186.14,186.17,186.14,186.17,0.03
2025/10/7 5:29,186.17,186.17,186.15,186.15,-0.02
2025/10/7 5:30,186.15,186.19,186.15,186.15,0
2025/10/7 5:31,186.17,186.18,186.16,186.16,0.01
2025/10/7 5:32,186.13,186.23,186.13,186.21,0.05
2025/10/7 5:33,186.18,186.29,186.16,186.29,0.08
2025/10/7 5:34,186.3,186.3,186.24,186.24,-0.05
2025/10/7 5:35,186.23,186.25,186.2,186.2,-0.04
2025/10/7 5:36,186.19,186.2,186.16,186.19,-0.01
2025/10/7 5:37,186.27,186.27,186.25,186.25,0.06
2025/10/7 5:38,186.27,186.29,186.27,186.28,0.03
2025/10/7 5:39,186.3,186.47,186.3,186.39,0.11
2025/10/7 5:40,186.36,186.4,186.33,186.37,-0.02
2025/10/7 5:41,186.32,186.35,186.32,186.35,-0.02
2025/10/7 5:42,186.37,186.46,186.37,186.46,0.11
2025/10/7 5:43,186.46,186.86,186.46,186.86,0.4
2025/10/7 5:44,186.88,186.92,186.58,186.66,-0.2
2025/10/7 5:45,186.68,186.77,186.64,186.68,0.02
2025/10/7 5:46,186.69,186.69,186.63,186.63,-0.05
2025/10/7 5:47,186.62,186.62,186.44,186.49,-0.14
2025/10/7 5:48,186.5,186.5,186.31,186.35,-0.14
2025/10/7 5:49,186.37,186.5,186.37,186.39,0.04
2025/10/7 5:50,186.35,186.44,186.16,186.38,-0.01
2025/10/7 5:51,186.41,186.41,186.33,186.38,0
2025/10/7 5:52,186.4,186.4,186.36,186.36,-0.02
2025/10/7 5:53,186.32,186.36,186.29,186.34,-0.02
2025/10/7 5:54,186.38,186.38,186.2,186.26,-0.08
2025/10/7 5:55,186.31,186.36,186.31,186.36,0.1
2025/10/7 5:56,186.34,186.4,186.34,186.39,0.03
2025/10/7 5:57,186.43,186.48,186.41,186.48,0.09
2025/10/7 5:58,186.5,186.54,186.35,186.42,-0.06
2025/10/7 5:59,186.46,186.46,186.46,186.46,0.04
2025/10/7 6:00,186.5,186.55,186.31,186.5,0.04
2025/10/7 6:01,186.48,186.48,186.35,186.4,-0.1
2025/10/7 6:02,186.43,186.45,186.36,186.36,-0.04
2025/10/7 6:03,186.38,186.38,186.38,186.38,0.02
2025/10/7 6:04,186.38,186.38,186.37,186.38,0
2025/10/7 6:05,186.37,186.37,186.3,186.3,-0.08
2025/10/7 6:06,186.36,186.37,186.33,186.33,0.03
2025/10/7 6:07,186.31,186.31,186.3,186.3,-0.03
2025/10/7 6:08,186.34,186.34,186.23,186.23,-0.07
2025/10/7 6:09,186.25,186.25,186.24,186.24,0.01
2025/10/7 6:10,186.23,186.23,186.2,186.22,-0.02
2025/10/7 6:11,186.23,186.25,186.2,186.2,-0.02
2025/10/7 6:12,186.21,186.25,186.21,186.24,0.04
2025/10/7 6:13,186.23,186.23,186.22,186.22,-0.02
2025/10/7 6:14,186.25,186.26,186.2,186.2,-0.02
2025/10/7 6:15,186.2,186.2,186.17,186.17,-0.03
2025/10/7 6:16,186.17,186.2,186.14,186.14,-0.03
2025/10/7 6:17,186.14,186.14,185.96,186.08,-0.06
2025/10/7 6:18,186.1,186.1,186.06,186.06,-0.02
2025/10/7 6:19,186.1,186.19,186.1,186.17,0.11
2025/10/7 6:20,186.17,186.17,186.1,186.11,-0.06
2025/10/7 6:21,186.17,186.17,186.1,186.1,-0.01
2025/10/7 6:22,186.1,186.24,186.08,186.24,0.14
2025/10/7 6:23,186.25,186.25,186.18,186.18,-0.06
2025/10/7 6:24,186.17,186.17,186.1,186.12,-0.06
2025/10/7 6:25,186.1,186.13,186.01,186.07,-0.05
2025/10/7 6:26,186.09,186.12,186,186,-0.07
2025/10/7 6:27,186.04,186.04,186.01,186.01,0.01
2025/10/7 6:28,186.07,186.14,186.07,186.14,0.13
2025/10/7 6:29,186.1,186.1,186.07,186.07,-0.07
2025/10/7 6:30,186.09,186.11,186.08,186.09,0.02
2025/10/7 6:31,186.07,186.07,185.92,186,-0.09
2025/10/7 6:32,186.02,186.09,186.02,186.06,0.06
2025/10/7 6:33,186.05,186.07,186.03,186.06,0
2025/10/7 6:34,186.08,186.09,186.05,186.07,0.01
2025/10/7 6:35,186.06,186.12,186.05,186.11,0.04
2025/10/7 6:36,186.12,186.22,186.12,186.21,0.1
2025/10/7 6:37,186.21,186.25,186.19,186.25,0.04
2025/10/7 6:38,186.25,186.28,186.22,186.25,0
2025/10/7 6:39,186.28,186.3,186.27,186.27,0.02
2025/10/7 6:40,186.27,186.27,186.25,186.26,-0.01
2025/10/7 6:41,186.22,186.25,186.19,186.25,-0.01
2025/10/7 6:42,186.27,186.27,186.23,186.23,-0.02
2025/10/7 6:44,186.2,186.2,186.16,186.16,-0.07
2025/10/7 6:45,186.16,186.2,186.16,186.19,0.03
2025/10/7 6:46,186.19,186.19,186.16,186.16,-0.03
2025/10/7 6:47,186.16,186.18,186.16,186.16,0
2025/10/7 6:48,186.16,186.16,186.12,186.15,-0.01
2025/10/7 6:49,186.17,186.17,186.17,186.17,0.02
2025/10/7 6:50,186.19,186.19,186.15,186.16,-0.01
2025/10/7 6:51,186.15,186.17,186.15,186.15,-0.01
2025/10/7 6:52,186.15,186.18,186.15,186.18,0.03
2025/10/7 6:54,186.15,186.18,186.15,186.17,-0.01
2025/10/7 6:55,186.2,186.26,186.2,186.25,0.08
2025/10/7 6:56,186.3,186.3,186.2,186.2,-0.05
2025/10/7 6:57,186.18,186.18,186.15,186.16,-0.04
2025/10/7 6:58,186.15,186.16,186.15,186.16,0
2025/10/7 6:59,186.16,186.17,186.08,186.08,-0.08
2025/10/7 7:00,186.11,186.17,186.06,186.17,0.09
2025/10/7 7:01,186.16,186.17,186.13,186.16,-0.01
2025/10/7 7:02,186.15,186.15,186.13,186.15,-0.01
2025/10/7 7:03,186.15,186.15,186.12,186.12,-0.03
2025/10/7 7:04,186.15,186.17,186.15,186.17,0.05
2025/10/7 7:05,186.179,186.2,186.13,186.13,-0.04
2025/10/7 7:06,186.15,186.17,186.13,186.14,0.01
2025/10/7 7:07,186.16,186.18,186.15,186.15,0.01
2025/10/7 7:08,186.14,186.14,186.14,186.14,-0.01
2025/10/7 7:09,186.13,186.13,186,186.06,-0.08
2025/10/7 7:10,186.05,186.05,186,186,-0.06
2025/10/7 7:11,186.001,186.01,185.99,185.99,-0.01
2025/10/7 7:12,186,186,185.93,185.94,-0.05
2025/10/7 7:13,185.959,185.96,185.93,185.94,0
2025/10/7 7:14,185.94,186.02,185.94,186.02,0.08
2025/10/7 7:15,186.04,186.04,186.02,186.03,0.01
2025/10/7 7:16,186.05,186.1,186.05,186.1,0.07
2025/10/7 7:17,186.12,186.12,186.1,186.1,0
2025/10/7 7:18,186.04,186.04,185.99,186.01,-0.09
2025/10/7 7:19,186.03,186.04,186.02,186.03,0.02
2025/10/7 7:20,186.02,186.02,185.98,185.98,-0.05
2025/10/7 7:21,185.99,185.99,185.92,185.92,-0.06
2025/10/7 7:22,185.95,185.95,185.9,185.93,0.01
2025/10/7 7:23,185.91,185.98,185.9,185.98,0.05
2025/10/7 7:24,185.93,185.96,185.93,185.96,-0.02
2025/10/7 7:25,185.99,186,185.95,185.95,-0.01
2025/10/7 7:26,185.98,186.04,185.98,186.04,0.09
2025/10/7 7:27,186.02,186.02,186.02,186.02,-0.02
2025/10/7 7:28,186.05,186.07,186.05,186.07,0.05
2025/10/7 7:29,186.08,186.1,186.08,186.1,0.03
2025/10/7 7:30,186.12,186.15,186.12,186.14,0.04
2025/10/7 7:31,186.14,186.2,186.14,186.2,0.06
2025/10/7 7:32,186.22,186.37,186.22,186.35,0.15
2025/10/7 7:33,186.301,186.301,186.21,186.29,-0.06
2025/10/7 7:34,186.31,186.31,186.2,186.2,-0.09
2025/10/7 7:35,186.23,186.23,186.2,186.21,0.01
2025/10/7 7:36,186.2,186.22,186.18,186.199,-0.011
2025/10/7 7:37,186.17,186.21,186.17,186.21,0.011
2025/10/7 7:38,186.21,186.21,186.16,186.2,-0.01
2025/10/7 7:39,186.18,186.18,186.15,186.17,-0.03
2025/10/7 7:40,186.17,186.17,186.17,186.17,0
2025/10/7 7:41,186.11,186.17,186.1,186.17,0
2025/10/7 7:42,186.14,186.15,186.1,186.1,-0.07
2025/10/7 7:43,186.1,186.1,186.09,186.09,-0.01
2025/10/7 7:44,186.1,186.1,186.06,186.09,0
2025/10/7 7:45,186.1,186.11,186,186,-0.09
2025/10/7 7:46,186.04,186.04,186.04,186.04,0.04
2025/10/7 7:47,186.08,186.08,186.08,186.08,0.04
2025/10/7 7:48,186.06,186.06,186.05,186.05,-0.03
2025/10/7 7:49,186.06,186.12,186.06,186.12,0.07
2025/10/7 7:50,186.15,186.15,186.11,186.149,0.029
2025/10/7 7:51,186.11,186.11,186.09,186.09,-0.059
2025/10/7 7:52,186.14,186.16,186.12,186.16,0.07
2025/10/7 7:53,186.17,186.2,186.17,186.18,0.02
2025/10/7 7:54,186.17,186.21,186.16,186.21,0.03
2025/10/7 7:55,186.22,186.25,186.22,186.23,0.02
2025/10/7 7:56,186.24,186.26,186.24,186.26,0.03
2025/10/7 7:57,186.25,186.26,186.25,186.25,-0.01
2025/10/7 7:58,186.26,186.28,186.25,186.28,0.03
2025/10/7 7:59,186.28,186.29,186.27,186.27,-0.01
2025/10/7 8:00,186.27,186.84,185.7,186.35,0.08
2025/10/7 8:01,185.86,186.42,185.7,186.39,0.04
2025/10/7 8:02,186.3999,186.41,186.35,186.39,0
2025/10/7 8:03,186.3801,186.44,186.38,186.4,0.01
2025/10/7 8:04,186.3999,186.3999,186.06,186.37,-0.03
2025/10/7 8:05,186.36,186.37,186.29,186.3401,-0.0299
2025/10/7 8:06,186.34,186.38,186.32,186.36,0.0199
2025/10/7 8:07,186.36,186.4199,186.36,186.399,0.039
2025/10/7 8:08,186.39,186.39,186.34,186.35,-0.049
2025/10/7 8:09,186.35,186.361,186.2,186.201,-0.149
2025/10/7 8:10,186.2,186.23,186.18,186.2149,0.0139
2025/10/7 8:11,186.2487,186.2487,186.19,186.2,-0.0149
2025/10/7 8:12,186.1904,186.21,186.19,186.19,-0.01
2025/10/7 8:13,186.1701,186.24,186.15,186.24,0.05
2025/10/7 8:14,186.25,186.26,186.25,186.25,0.01
2025/10/7 8:15,186.24,186.28,186.23,186.28,0.03
2025/10/7 8:16,186.29,186.29,186.25,186.28,0
2025/10/7 8:17,186.28,186.28,186.22,186.22,-0.06
2025/10/7 8:18,186.21,186.21,186.14,186.14,-0.08
2025/10/7 8:19,186.14,186.25,186.14,186.21,0.07
2025/10/7 8:20,186.2,186.22,186.17,186.209,-0.001
2025/10/7 8:21,186.21,186.25,186.21,186.23,0.021
2025/10/7 8:22,186.25,186.3,186.25,186.2599,0.0299
2025/10/7 8:23,186.25,186.26,186.24,186.2402,-0.0197
2025/10/7 8:24,186.24,186.24,186.23,186.23,-0.0102
2025/10/7 8:25,186.23,186.23,186.2201,186.23,0
2025/10/7 8:26,186.239,186.239,186.22,186.23,0
2025/10/7 8:27,186.21,186.23,186.21,186.22,-0.01
2025/10/7 8:28,186.22,186.27,186.22,186.27,0.05
2025/10/7 8:29,186.27,186.31,186.27,186.31,0.04
2025/10/7 8:30,186.34,186.34,186.27,186.33,0.02
2025/10/7 8:31,186.34,186.5,186.32,186.48,0.15
2025/10/7 8:32,186.4805,186.58,186.4805,186.5692,0.0892
2025/10/7 8:33,186.57,186.59,186.5098,186.5099,-0.0593
2025/10/7 8:34,186.51,186.53,186.4,186.4195,-0.0904
2025/10/7 8:35,186.4196,186.42,186.37,186.4,-0.0195
2025/10/7 8:36,186.3953,186.46,186.37,186.46,0.06
2025/10/7 8:37,186.45,186.4981,186.4499,186.49,0.03
2025/10/7 8:38,186.4963,186.51,186.48,186.51,0.02
2025/10/7 8:39,186.52,186.52,186.45,186.46,-0.05
2025/10/7 8:40,186.48,186.54,186.47,186.5369,0.0769
2025/10/7 8:41,186.5399,186.58,186.5199,186.54,0.0031
2025/10/7 8:42,186.54,186.54,186.44,186.44,-0.1
2025/10/7 8:43,186.44,186.44,186.4,186.4007,-0.0393
2025/10/7 8:44,186.42,186.42,186.4099,186.42,0.0193
2025/10/7 8:45,186.49,186.49,186.44,186.44,0.02
2025/10/7 8:46,186.44,186.49,186.43,186.49,0.05
2025/10/7 8:47,186.5,186.55,186.4999,186.54,0.05
2025/10/7 8:48,186.55,186.57,186.53,186.55,0.01
2025/10/7 8:49,186.53,186.59,186.5299,186.54,-0.01
2025/10/7 8:50,186.55,186.64,186.5499,186.62,0.08
2025/10/7 8:51,186.63,186.66,186.63,186.66,0.04
2025/10/7 8:52,186.66,186.66,186.5374,186.54,-0.12
2025/10/7 8:53,186.55,186.57,186.54,186.5572,0.0172
2025/10/7 8:54,186.5787,186.59,186.5599,186.5619,0.0047
2025/10/7 8:55,186.59,186.68,186.59,186.67,0.1081
2025/10/7 8:56,186.66,186.72,186.65,186.65,-0.02
2025/10/7 8:57,186.66,186.69,186.6,186.64,-0.01
2025/10/7 8:58,186.6179,186.66,186.59,186.65,0.01
2025/10/7 8:59,186.6413,186.7,186.6413,186.6799,0.0299
2025/10/7 9:00,186.66,186.86,186.66,186.8501,0.1702
2025/10/7 9:01,186.86,186.9,186.85,186.88,0.0299
2025/10/7 9:02,186.89,186.9,186.83,186.86,-0.02
2025/10/7 9:03,186.85,186.87,186.8003,186.8587,-0.0013
2025/10/7 9:04,186.86,186.9,186.81,186.87,0.0113
2025/10/7 9:05,186.89,186.89,186.83,186.84,-0.03
2025/10/7 9:06,186.85,186.89,186.82,186.86,0.02
2025/10/7 9:07,186.88,186.93,186.86,186.88,0.02
2025/10/7 9:08,186.88,186.88,186.73,186.7506,-0.1294
2025/10/7 9:09,186.75,186.81,186.73,186.81,0.0594
2025/10/7 9:10,186.83,186.88,186.75,186.82,0.01
2025/10/7 9:11,186.79,186.82,186.7887,186.8,-0.02
2025/10/7 9:12,186.8,186.81,186.7509,186.7509,-0.0491
2025/10/7 9:13,186.76,186.7788,186.5,186.54,-0.2109
2025/10/7 9:14,186.56,186.57,186.5,186.5065,-0.0335
2025/10/7 9:15,186.51,186.53,186.5,186.53,0.0235
2025/10/7 9:16,186.57,186.6099,186.5201,186.5201,-0.0099
2025/10/7 9:17,186.5392,186.58,186.5,186.57,0.0499
2025/10/7 9:18,186.56,186.57,186.53,186.55,-0.02
2025/10/7 9:19,186.56,186.6498,186.5526,186.62,0.07
2025/10/7 9:20,186.62,186.63,186.61,186.6101,-0.0099
2025/10/7 9:21,186.6196,186.64,186.6,186.6201,0.01
2025/10/7 9:22,186.62,186.64,186.52,186.6,-0.0201
2025/10/7 9:23,186.58,186.7,186.58,186.63,0.03
2025/10/7 9:24,186.66,186.7199,186.56,186.59,-0.04
2025/10/7 9:25,186.58,186.99,186.58,186.84,0.25
2025/10/7 9:26,186.85,186.92,186.82,186.851,0.011
2025/10/7 9:27,186.87,186.96,186.55,186.89,0.039
2025/10/7 9:28,186.83,186.84,186.52,186.56,-0.33
2025/10/7 9:29,186.57,186.57,186.27,186.27,-0.29
2025/10/7 9:30,186.23,186.95,186.18,186.77,0.5
2025/10/7 9:31,186.77,187.1126,186.38,187.065,0.295
2025/10/7 9:32,187.07,187.2,186.8,186.81,-0.255
2025/10/7 9:33,186.8,186.99,186.58,186.69,-0.12
2025/10/7 9:34,186.6874,186.85,186.5,186.56,-0.13
2025/10/7 9:35,186.56,187.11,186.47,187.1,0.54
2025/10/7 9:36,187.1,187.5579,187,187.11,0.01
2025/10/7 9:37,187.105,187.1899,186.839,187.18,0.07
2025/10/7 9:38,187.175,187.195,186.93,187.09,-0.09
2025/10/7 9:39,187.0765,187.0991,186.735,186.84,-0.25
2025/10/7 9:40,186.8572,186.97,186.73,186.9244,0.0844
2025/10/7 9:41,186.92,187.115,186.84,186.88,-0.0444
2025/10/7 9:42,186.8872,187.05,186.6,187.025,0.145
2025/10/7 9:43,187.025,187.34,186.92,187.305,0.28
2025/10/7 9:44,187.3,187.3,187.08,187.19,-0.115
2025/10/7 9:45,187.18,187.38,187.13,187.195,0.005
2025/10/7 9:46,187.195,187.3518,187.17,187.2075,0.0125
2025/10/7 9:47,187.2037,187.54,187.15,187.3199,0.1124
2025/10/7 9:48,187.31,187.8382,187.31,187.7999,0.48
2025/10/7 9:49,187.795,188.065,187.7,187.975,0.1751
2025/10/7 9:50,187.98,188.17,187.91,188.155,0.18
2025/10/7 9:51,188.155,188.4,188.01,188.12,-0.035
2025/10/7 9:52,188.11,188.24,187.98,188.005,-0.115
2025/10/7 9:53,188.005,188.27,187.96,188.265,0.26
2025/10/7 9:54,188.265,188.48,188.16,188.3837,0.1187
2025/10/7 9:55,188.385,188.78,188.385,188.7437,0.36
2025/10/7 9:56,188.75,188.96,188.585,188.6601,-0.0836
2025/10/7 9:57,188.66,188.9,188.55,188.83,0.1699
2025/10/7 9:58,188.83,188.9,188.3127,188.36,-0.47
2025/10/7 9:59,188.36,188.8299,188.335,188.825,0.465
2025/10/7 10:00,188.8218,189.06,188.62,188.7,-0.125
2025/10/7 10:01,188.7,188.87,188.66,188.72,0.02
2025/10/7 10:02,188.74,188.82,188.5,188.61,-0.11
2025/10/7 10:03,188.6,188.67,188.31,188.47,-0.14
2025/10/7 10:04,188.47,188.59,188.39,188.4301,-0.0399
2025/10/7 10:05,188.43,188.9299,188.39,188.8807,0.4506
2025/10/7 10:06,188.88,189.04,188.61,188.695,-0.1857
2025/10/7 10:07,188.6999,188.76,188.44,188.4817,-0.2133
2025/10/7 10:08,188.475,188.69,188.42,188.64,0.1583
2025/10/7 10:09,188.6464,188.6957,188.45,188.69,0.05
2025/10/7 10:10,188.699,188.8,188.5925,188.75,0.06
2025/10/7 10:11,188.74,188.84,188.65,188.8201,0.0701
2025/10/7 10:12,188.82,188.86,188.53,188.8,-0.0201
2025/10/7 10:13,188.82,188.87,188.6102,188.645,-0.155
2025/10/7 10:14,188.635,188.64,188.4607,188.461,-0.184
2025/10/7 10:15,188.47,188.5391,188.325,188.505,0.044
2025/10/7 10:16,188.51,188.72,188.481,188.64,0.135
2025/10/7 10:17,188.63,188.67,188.41,188.645,0.005
2025/10/7 10:18,188.64,188.74,188.6,188.704,0.059
2025/10/7 10:19,188.6941,188.8463,188.67,188.6784,-0.0256
2025/10/7 10:20,188.67,188.6778,188.465,188.5001,-0.1783
2025/10/7 10:21,188.5,188.57,188.435,188.44,-0.0601
2025/10/7 10:22,188.43,188.725,188.41,188.63,0.19
2025/10/7 10:23,188.615,188.6499,188.535,188.57,-0.06
2025/10/7 10:24,188.5619,188.5672,188.45,188.475,-0.095
2025/10/7 10:25,188.47,188.5,188.23,188.23,-0.245
2025/10/7 10:26,188.23,188.2751,188.06,188.08,-0.15
2025/10/7 10:27,188.07,188.095,187.825,187.8917,-0.1883
2025/10/7 10:28,187.88,187.95,187.81,187.9019,0.0102
2025/10/7 10:29,187.9045,188.045,187.89,188.0151,0.1132
2025/10/7 10:30,188.02,188.17,188.0131,188.1,0.0849
2025/10/7 10:31,188.105,188.27,188.0849,188.2001,0.1001
2025/10/7 10:32,188.205,188.49,188.205,188.3985,0.1984
2025/10/7 10:33,188.41,188.6,188.38,188.5691,0.1706
2025/10/7 10:34,188.555,188.575,188.36,188.38,-0.1891
2025/10/7 10:35,188.375,188.4057,188.125,188.1599,-0.2201
2025/10/7 10:36,188.155,188.2,187.71,187.7249,-0.435
2025/10/7 10:37,187.72,187.8865,187.67,187.835,0.1101
2025/10/7 10:38,187.83,187.96,187.76,187.95,0.115
2025/10/7 10:39,187.96,187.985,187.81,187.895,-0.055
2025/10/7 10:40,187.895,188.04,187.77,188.0037,0.1087
2025/10/7 10:41,188.01,188.14,187.85,187.89,-0.1137
2025/10/7 10:42,187.89,187.9899,187.74,187.85,-0.04
2025/10/7 10:43,187.83,187.86,187.565,187.67,-0.18
2025/10/7 10:44,187.67,187.857,187.6628,187.79,0.12
2025/10/7 10:45,187.78,187.8187,187.72,187.75,-0.04
2025/10/7 10:46,187.74,187.91,187.68,187.82,0.07
2025/10/7 10:47,187.83,188.07,187.8184,188.065,0.245
2025/10/7 10:48,188.065,188.14,187.92,188.08,0.015
2025/10/7 10:49,188.09,188.1,187.94,188,-0.08
2025/10/7 10:50,187.99,188.03,187.84,188.03,0.03
2025/10/7 10:51,188.04,188.15,187.99,188.055,0.025
2025/10/7 10:52,188.06,188.155,187.885,187.915,-0.14
2025/10/7 10:53,187.9186,188.0599,187.82,188.0051,0.0901
2025/10/7 10:54,188,188.15,187.99,188.1317,0.1266
2025/10/7 10:55,188.13,188.147,187.94,187.995,-0.1367
2025/10/7 10:56,187.99,188.09,187.68,187.725,-0.27
2025/10/7 10:57,187.74,187.8199,187.62,187.7099,-0.0151
2025/10/7 10:58,187.695,187.79,187.67,187.7684,0.0585
2025/10/7 10:59,187.76,187.8415,187.69,187.83,0.0616
2025/10/7 11:00,187.83,187.87,187.23,187.66,-0.17
2025/10/7 11:01,187.655,187.6819,187.18,187.3851,-0.2749
2025/10/7 11:02,187.38,187.3803,186.96,187.01,-0.3751
2025/10/7 11:03,187.025,187.15,186.67,186.705,-0.305
2025/10/7 11:04,186.7,186.82,186.38,186.395,-0.31
2025/10/7 11:05,186.39,186.51,185.54,185.62,-0.775
2025/10/7 11:06,185.6207,186.06,185.2201,185.67,0.05
2025/10/7 11:07,185.65,185.7,185.0474,185.315,-0.355
2025/10/7 11:08,185.315,185.56,184.93,185.11,-0.205
2025/10/7 11:09,185.12,185.41,184.7801,184.9199,-0.1901
2025/10/7 11:10,184.9,185.61,184.85,185.47,0.5501
2025/10/7 11:11,185.505,185.7899,185.37,185.6,0.13
2025/10/7 11:12,185.62,185.69,185.1601,185.34,-0.26
2025/10/7 11:13,185.33,185.765,185.23,185.705,0.365
2025/10/7 11:14,185.71,186.03,185.71,185.97,0.265
2025/10/7 11:15,185.975,186.06,185.72,185.78,-0.19
2025/10/7 11:16,185.7863,186,185.77,185.97,0.19
2025/10/7 11:17,185.96,186.2,185.9,186.13,0.16
2025/10/7 11:18,186.135,186.17,185.96,186.048,-0.082
2025/10/7 11:19,186.04,186.16,185.66,185.8899,-0.1581
2025/10/7 11:20,185.88,186.3499,185.7,186.205,0.3151
2025/10/7 11:21,186.2099,186.3299,186.06,186.1409,-0.0641
